username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2012-03-30 20:46;0;0;"@alyst_ i am an ISTJ ... XD";;@alyst_;;"185935966677106689";https://twitter.com/marchnie/status/185935966677106689
;2012-03-28 18:12;0;0;"“ @I_proclaim : “ @me_infj : Survey: "I find I am most fascinated by INFJs - as an ISTJ .” You must want to fix our 'problems' #INFJ :-)";;@I_proclaim @me_infj;#INFJ;"185172461040582656";https://twitter.com/me_infj/status/185172461040582656
;2012-03-28 18:10;0;0;"“ @I_proclaim : “ @me_infj : Survey: "I find I am most fascinated by INFJs - as an ISTJ .” Showing the #INFJ love! #aww";;@I_proclaim @me_infj;#INFJ #aww;"185172021213282304";https://twitter.com/me_infj/status/185172021213282304
;2012-03-28 18:09;0;0;"“ @me_infj : Survey: "I find I am most fascinated by INFJs - as an ISTJ .";;@me_infj;;"185171758075228160";https://twitter.com/I_proclaim/status/185171758075228160
;2012-03-24 14:08;0;0;"So I am an ISTJ and my wife is an ENFP. God was having a laugh when he put us together!";;;;"183661508390174720";https://twitter.com/harbour_john/status/183661508390174720
;2012-03-23 22:18;0;0;"Just did the MyersBriggs test and I am an ISTJ . Yep that fits.";;;;"183422408173162497";https://twitter.com/Gilldole1/status/183422408173162497
;2012-03-06 21:07;0;0;"I am an ISTJ - The Inspector! Read more at http:// personalitydesk.com/istj";;;;"177259079713042433";https://twitter.com/smyli323/status/177259079713042433
;2012-03-03 04:19;0;0;"@thorstenster you, an introvert? I am too but I am ISTJ along with other famous ISTJ http://www. toptypes.com/16types/istj-c areers/ …";;@thorstenster;;"175918209151676416";https://twitter.com/tpowlas/status/175918209151676416
;2012-02-15 15:07;0;0;"I am an ISTJ .... what does this mean.";;;;"169920729503117312";https://twitter.com/NettaWitDaHoops/status/169920729503117312
;2012-02-02 09:31;0;0;"Just took a career test. I am an ISTJ . Jobs include: Business Executives, Administrators & Managers, Accountants & Financial Officers,";;;;"165125174054748161";https://twitter.com/carriefidurko/status/165125174054748161
;2012-02-01 23:45;0;0;"@CriminologyUK Morning. I am an ISTJ . Did it ages ago, but check every year. Had me down to a tee. I think more of us should do this test.";;@CriminologyUK;;"164977655433797632";https://twitter.com/DuwayneBrooks/status/164977655433797632
;2012-02-01 12:36;0;0;"@keen_to_travel @HuffingtonPost I am an ISTJ (however, in the middle with J and P) :)";;@keen_to_travel @HuffingtonPost;;"164809337078951936";https://twitter.com/budgettravelsac/status/164809337078951936
